respondent_grade_level,student_race,student_ethnicity,student_gender,student_ell,student_sp_ed,urbanicity,School Belonging,School Teacher-Student Relationships,School Safety,School Climate,School Engagement,Supportive Relationships,Positive Feelings,Emotion Regulation,Challenging Feelings,School Rigorous Expectations,id
10,Black,Not Latinx,Female,English language learner,General education,Suburb - Large,4,5,3,3,3,5,5,5,3,3,3836
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,5,2,2,3,4,4,4,4,4,3837
10,White,Latinx,Male,English proficient,Special education,Suburb - Large,3,4,3,3,4,4,3,4,2,5,3838
10,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,2,5,4,2,3,3,4,3839
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,3,3,2,3,3,4,5,3,3840
10,White,Latinx,Male,English proficient,General education,Suburb - Small,3,5,4,3,3,5,4,4,2,4,3841
10,White,Latinx,Female,English proficient,General education,City - Large,4,5,3,3,2,3,4,4,3,3,3842
10,Native American,Not Latinx,Female,English proficient,Special education,City - Small,4,3,5,3,2,4,3,4,3,3,3843
10,Multiracial,Latinx,Female,English proficient,General education,City - Large,3,2,2,3,1,3,3,4,4,3,3844
10,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,3,4,5,3,2,5,4,4,2,2,3845
10,White,Latinx,Male,English proficient,General education,City - Large,3,3,4,4,2,1,4,4,3,3,3846
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,3,4,2,4,5,4,4,3847
10,Asian,Not Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,5,3,4,3,4,3,2,3848
10,Black,Not Latinx,Female,English proficient,General education,Rural - Fringe,4,4,4,3,3,4,4,4,5,4,3849
10,White,Latinx,Female,English language learner,General education,Suburb - Large,3,3,4,2,1,5,5,4,3,5,3850
10,White,Latinx,Female,English proficient,Special education,Suburb - Large,3,3,4,4,3,4,5,3,3,2,3851
10,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,3,3,4,4,3,5,4,5,4,5,3852
10,White,Not Latinx,Female,English proficient,General education,City - Large,3,3,1,4,3,4,4,2,3,3,3853
10,Asian,Latinx,Female,English language learner,General education,Suburb - Large,5,4,2,3,3,5,3,4,3,3,3854
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,3,4,4,1,4,3,4,4,3855
10,White,Latinx,Male,English proficient,General education,City - Large,3,3,4,3,3,4,4,5,4,5,3856
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,5,3,3,4,3,3,4,4,3857
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,3,3,4,1,3,4,3,3,3858
10,Multiracial,Latinx,Male,English proficient,Special education,City - Large,4,4,2,2,1,4,3,4,3,4,3859
10,Black,Latinx,Female,English language learner,General education,City - Small,5,5,4,3,3,5,3,3,2,3,3860
10,White,Not Latinx,Female,English language learner,General education,Suburb - Large,3,3,4,4,2,2,3,4,5,3,3861
10,Black,Latinx,Male,English proficient,General education,City - Large,3,2,3,2,3,5,4,3,2,4,3862
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,5,3,3,4,2,5,4,4,3,2,3863
10,Pacific Islander,Not Latinx,Female,English proficient,Special education,Rural - Fringe,2,2,4,4,2,4,4,2,4,4,3864
10,White,Latinx,Male,English proficient,General education,City - Large,2,3,3,3,4,2,3,3,4,5,3865
10,Native American,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,4,3,4,5,4,4,4,3866
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,2,3,3,2,4,3,2,3,3,3867
10,White,Latinx,Male,English proficient,General education,City - Large,2,2,2,3,2,5,5,3,4,4,3868
10,Multiracial,Latinx,Female,English proficient,General education,City - Large,2,4,4,4,2,5,4,4,4,3,3869
10,White,Not Latinx,Male,English proficient,General education,City - Large,2,3,3,3,4,4,4,1,4,4,3870
10,White,Latinx,Female,English language learner,General education,City - Large,3,3,4,4,2,4,2,4,5,4,3871
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,5,4,3,2,5,4,5,2,4,3872
10,White,Not Latinx,Male,English proficient,General education,City - Small,3,4,4,3,2,4,4,4,4,5,3873
10,White,Latinx,Male,English proficient,General education,City - Small,3,3,3,4,4,5,4,5,3,5,3874
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,3,3,2,5,5,3,3,3,3875
10,White,Latinx,Female,English proficient,General education,City - Large,1,4,3,3,3,5,3,5,2,4,3876
10,White,Latinx,Female,English proficient,General education,Rural - Fringe,2,2,2,3,3,5,4,5,3,3,3877
10,Asian,Latinx,Female,English proficient,Special education,City - Midsize,3,2,2,2,3,3,3,3,3,4,3878
10,White,Latinx,Male,English proficient,General education,City - Small,4,2,3,3,4,5,4,3,4,4,3879
10,White,Latinx,Female,English proficient,Special education,Suburb - Large,4,1,4,3,3,3,3,3,4,4,3880
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,4,4,4,4,3,2,4,3,3881
10,White,Not Latinx,Male,English proficient,Special education,Suburb - Large,2,3,4,3,2,5,3,4,1,3,3882
10,White,Not Latinx,Female,English proficient,General education,Rural - Fringe,3,4,3,4,3,5,4,1,3,4,3883
10,White,Not Latinx,Female,English proficient,General education,Suburb - Small,4,4,4,2,3,3,4,4,4,4,3884
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,2,2,3,3,3,3,4,3,4,3,3885
10,Black,Latinx,Male,English proficient,General education,Suburb - Large,1,3,3,5,3,5,4,3,3,3,3886
10,White,Latinx,Female,English proficient,General education,Town - Fringe,3,4,4,2,1,5,3,4,3,4,3887
10,Multiracial,Latinx,Male,English proficient,General education,City - Large,2,3,1,3,3,5,2,4,2,4,3888
10,Multiracial,Not Latinx,Female,English proficient,General education,Rural - Distant,2,3,4,4,2,5,3,4,3,3,3889
10,White,Latinx,Male,English proficient,Special education,Town - Distant,4,2,5,3,1,5,1,4,3,3,3890
10,White,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,4,2,1,5,3,3,4,3891
10,White,Latinx,Female,English language learner,General education,Suburb - Large,3,2,5,4,3,2,2,2,2,5,3892
10,White,Not Latinx,Male,English proficient,General education,Suburb - Midsize,4,5,4,4,1,5,4,3,3,4,3893
10,White,Latinx,Female,English proficient,General education,City - Midsize,4,5,4,3,2,3,3,4,3,3,3894
10,Black,Latinx,Female,English proficient,General education,City - Midsize,3,5,4,5,3,4,4,4,5,4,3895
10,White,Latinx,Male,English proficient,General education,City - Large,2,5,4,4,2,4,3,4,3,4,3896
10,Multiracial,Not Latinx,Male,English proficient,General education,Town - Distant,2,3,3,4,2,4,3,3,5,4,3897
10,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,1,4,4,2,4,3,3,5,2,3898
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,4,3,4,3,5,3,5,2,4,3899
10,White,Not Latinx,Male,English proficient,General education,City - Midsize,3,3,4,4,4,4,4,2,4,4,3900
10,Black,Not Latinx,Female,English proficient,General education,City - Large,3,4,3,4,3,3,3,3,3,3,3901
10,Pacific Islander,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,3,5,3,3,4,3,3902
10,White,Latinx,Male,English proficient,General education,City - Large,4,3,3,4,2,3,2,2,2,5,3903
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,2,3,5,3,3,5,5,3,2,5,3904
10,White,Latinx,Female,English language learner,General education,City - Midsize,4,4,2,3,2,5,4,4,3,3,3905
10,Multiracial,Not Latinx,Male,English proficient,General education,City - Small,4,3,4,4,2,5,3,3,3,3,3906
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,2,3,2,3,5,2,4,2,5,3907
10,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,3,3,5,3,4,5,4,3908
10,White,Latinx,Female,English proficient,General education,Rural - Fringe,4,5,4,3,3,5,3,5,2,4,3909
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,3,4,3,5,4,4,4,2,3910
10,Black,Not Latinx,Female,English proficient,General education,Suburb - Large,2,5,4,4,3,5,3,3,3,4,3911
10,White,Latinx,Female,English proficient,General education,Suburb - Midsize,4,3,4,3,1,4,4,2,3,4,3912
10,White,Not Latinx,Male,English proficient,General education,City - Small,2,4,4,4,3,2,3,4,2,4,3913
10,White,Latinx,Male,English proficient,General education,City - Small,2,3,3,3,1,3,4,2,4,3,3914
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,2,3,1,5,3,4,3,3,3915
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,4,3,4,3,2,5,3,3,2,5,3916
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,4,3,2,3,3,2,3,3917
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,4,4,3,5,4,3,3,4,3918
10,Pacific Islander,Latinx,Female,English proficient,Special education,Town - Remote,3,2,4,3,2,4,4,5,3,3,3919
10,Black,Latinx,Female,English proficient,Special education,Suburb - Large,2,4,3,3,4,5,4,4,3,4,3920
10,White,Latinx,Female,English language learner,Special education,City - Large,3,4,4,4,3,4,5,4,3,4,3921
10,Black,Latinx,Female,English proficient,General education,City - Small,2,3,4,5,2,5,3,4,3,3,3922
10,Black,Latinx,Male,English proficient,General education,Suburb - Large,2,4,5,1,3,4,2,3,3,3,3923
10,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,4,3,3,1,5,4,3,4,3,3924
10,White,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,2,3,4,3,3,3,4,3925
10,White,Not Latinx,Male,English proficient,General education,City - Midsize,3,5,5,3,3,5,4,4,4,3,3926
10,Black,Latinx,Female,English proficient,General education,City - Large,3,4,4,3,3,1,4,3,2,4,3927
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,3,4,4,5,4,3,5,3,3928
10,Black,Latinx,Male,English proficient,General education,Suburb - Large,4,3,4,3,3,4,4,4,3,3,3929
10,White,Latinx,Male,English proficient,General education,City - Small,3,3,5,3,3,5,4,3,3,3,3930
10,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,2,3,3,4,1,3,3,4,4,3931
10,Asian,Latinx,Male,English proficient,General education,City - Large,3,4,3,4,1,5,3,3,3,3,3932
10,White,Latinx,Male,English proficient,General education,City - Large,2,3,4,3,3,3,4,4,3,3,3933
10,Black,Latinx,Male,English proficient,General education,Rural - Distant,3,3,4,3,2,5,4,4,3,4,3934
10,White,Latinx,Male,English proficient,General education,Suburb - Large,5,3,4,4,3,5,3,5,2,4,3935
10,Asian,Not Latinx,Female,English proficient,General education,Suburb - Large,3,2,4,3,3,5,3,2,3,5,3936
10,Black,Not Latinx,Female,English language learner,General education,Suburb - Large,3,1,4,4,2,4,4,3,4,3,3937
10,White,Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,3,1,5,5,2,4,2,3938
10,White,Latinx,Female,English language learner,General education,City - Small,3,2,4,2,2,5,3,3,3,1,3939
10,White,Not Latinx,Female,English proficient,General education,City - Large,3,2,4,3,3,5,4,4,3,3,3940
10,Pacific Islander,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,1,5,2,4,3,3,3941
10,Asian,Not Latinx,Female,English proficient,General education,City - Large,4,2,4,3,3,4,2,4,3,4,3942
10,White,Not Latinx,Male,English proficient,General education,City - Large,3,3,4,3,4,4,3,4,5,2,3943
10,White,Latinx,Female,English proficient,General education,City - Midsize,3,2,4,3,2,5,5,3,3,4,3944
10,White,Latinx,Male,English proficient,General education,Suburb - Large,2,2,5,3,4,5,4,3,3,2,3945
10,White,Not Latinx,Male,English proficient,General education,City - Large,3,3,4,3,4,5,4,4,2,4,3946
10,White,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,3,3,4,4,2,4,4,3947
10,Black,Latinx,Male,English proficient,General education,City - Large,4,4,4,2,4,5,5,2,4,3,3948
10,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,3,5,5,4,4,3,3,3949
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,2,4,4,2,3,2,3950
10,Black,Latinx,Female,English language learner,Special education,Suburb - Large,4,2,4,2,2,4,5,3,3,2,3951
10,White,Latinx,Female,English proficient,General education,City: Large,3,3,4,2,3,5,3,4,4,3,3952
10,White,Latinx,Female,English language learner,General education,City - Midsize,2,4,3,3,3,5,4,3,3,4,3953
10,Black,Not Latinx,Male,English proficient,General education,City - Large,3,4,4,2,2,3,4,3,4,4,3954
10,Asian,Latinx,Male,English proficient,General education,City - Large,2,5,4,3,2,5,3,3,3,2,3955
10,White,Latinx,Male,English proficient,General education,Rural - Fringe,2,3,4,3,2,5,4,4,3,4,3956
10,Black,Latinx,Male,English proficient,General education,City - Large,3,2,4,4,3,4,3,4,3,4,3957
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,2,3,2,2,2,4,2,4,4,3958
10,Asian,Latinx,Female,English proficient,General education,Suburb - Midsize,4,4,5,3,2,2,4,4,3,3,3959
10,Black,Latinx,Female,English proficient,General education,Suburb - Large,4,3,5,3,3,4,3,4,4,2,3960
10,Asian,Latinx,Male,English proficient,General education,Suburb - Large,4,4,4,3,3,4,4,4,4,4,3961
10,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,4,3,5,4,4,4,5,3962
10,Multiracial,Not Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,3,4,4,4,3,4,4,3963
10,White,Latinx,Male,English proficient,Special education,Suburb - Large,4,3,2,3,2,5,2,3,3,4,3964
10,Asian,Latinx,Male,English proficient,General education,City - Midsize,4,2,3,3,3,5,5,3,1,2,3965
10,White,Latinx,Male,English language learner,General education,Suburb - Large,3,4,3,3,2,4,2,3,3,4,3966
10,Black,Latinx,Male,English language learner,Special education,Suburb - Large,3,2,4,1,1,5,4,4,2,4,3967
10,White,Not Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,4,5,3,3,3,3,3968
10,White,Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,3,3,5,4,3,2,4,3969
10,White,Not Latinx,Male,English proficient,General education,City - Large,3,2,5,5,1,5,5,3,3,5,3970
10,White,Latinx,Female,English language learner,General education,Suburb - Large,3,4,3,3,3,1,3,4,3,3,3971
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,2,4,3,3,3,4,3972
10,White,Latinx,Female,English proficient,General education,City - Large,2,3,4,3,4,5,4,5,3,4,3973
10,White,Not Latinx,Male,English proficient,General education,City - Large,5,3,4,3,3,4,5,4,1,4,3974
10,White,Not Latinx,Female,English proficient,General education,City - Large,2,3,4,4,3,4,4,3,4,3,3975
10,White,Latinx,Male,English proficient,Special education,City - Large,3,5,3,3,4,5,4,3,4,3,3976
10,Pacific Islander,Latinx,Female,English language learner,Special education,Suburb - Large,3,3,4,3,3,2,3,4,4,4,3977
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,3,2,4,2,5,3,4,3978
10,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,3,5,5,4,5,3,5,3,5,3979
10,White,Latinx,Male,English proficient,General education,City - Midsize,4,3,4,3,5,5,2,4,4,3,3980
10,White,Latinx,Male,English proficient,General education,Rural - Fringe,5,2,3,4,4,5,4,3,3,3,3981
10,White,Latinx,Female,English language learner,General education,Suburb - Large,4,4,4,4,2,5,3,3,1,3,3982
10,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,4,2,1,3,5,3,3,3,4,3983
10,White,Not Latinx,Female,English language learner,General education,City - Midsize,3,3,2,3,3,4,3,4,3,4,3984
10,White,Not Latinx,Male,English language learner,General education,City - Midsize,3,4,4,4,3,5,4,4,5,3,3985
10,White,Latinx,Male,English proficient,General education,City - Large,2,4,4,2,2,5,4,3,4,4,3986
10,Asian,Latinx,Male,English proficient,General education,Rural - Fringe,4,3,4,3,3,5,4,2,4,3,3987
10,Black,Not Latinx,Male,English proficient,General education,City - Large,4,4,2,4,3,3,3,5,2,5,3988
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,4,4,3,2,5,4,3,3,4,3989
10,White,Latinx,Male,English proficient,General education,Rural - Fringe,3,3,3,4,4,5,3,4,4,5,3990
10,White,Not Latinx,Female,English proficient,General education,City - Large,3,3,4,3,3,5,4,4,3,4,3991
10,Asian,Latinx,Male,English proficient,General education,Suburb - Large,2,4,3,3,2,5,3,3,2,4,3992
10,White,Not Latinx,Female,English proficient,General education,City - Large,1,2,4,3,3,5,4,4,3,3,3993
10,Asian,Not Latinx,Female,English language learner,General education,City - Large,2,5,3,4,2,3,4,4,3,4,3994
10,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,2,1,5,3,2,4,3,3995
10,White,Not Latinx,Male,English proficient,General education,Suburb - Midsize,4,1,3,3,4,4,4,3,5,3,3996
10,Asian,Latinx,Male,English proficient,General education,Suburb - Large,1,3,5,2,3,2,3,3,4,4,3997
10,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,3,2,3,4,5,4,1,4,3,3,3998
10,Black,Not Latinx,Female,English proficient,Special education,City - Large,2,4,3,2,2,5,5,2,2,3,3999
10,White,Latinx,Male,English language learner,General education,Suburb - Large,4,4,3,4,3,5,4,3,4,4,4000
11,White,Latinx,Female,English proficient,General education,City - Large,5,4,4,3,4,5,4,4,3,2,4001
11,White,Latinx,Female,English proficient,General education,Suburb - Large,4,4,2,3,4,5,4,3,2,2,4002
11,White,Latinx,Male,English proficient,General education,City - Midsize,4,3,4,4,4,5,5,3,2,3,4003
11,Black,Not Latinx,Female,English proficient,General education,City - Small,3,3,4,3,5,5,3,4,4,2,4004
11,Black,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,4,3,1,4,5,3,4,4005
11,Native American,Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,1,3,5,3,2,3,4,4006
11,Pacific Islander,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,4,5,3,3,3,3,4007
11,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,2,5,2,3,3,4,3,5,3,4008
11,White,Latinx,Male,English proficient,General education,Suburb - Large,2,3,4,3,2,5,3,3,3,3,4009
11,White,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,4,5,4,3,3,4,4010
11,Pacific Islander,Latinx,Female,English proficient,General education,Suburb - Large,4,3,3,4,3,5,4,4,4,3,4011
11,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,3,3,3,3,4,5,3,4012
11,White,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,2,3,4,4,3,2,3,4013
11,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,5,3,2,4,5,3,3,4,4,4014
11,White,Latinx,Male,English proficient,General education,City - Large,3,3,3,3,3,5,2,4,5,3,4015
11,Black,Not Latinx,Male,English proficient,General education,City - Midsize,4,4,3,2,3,3,2,4,3,4,4016
11,Multiracial,Latinx,Female,English proficient,General education,City - Small,3,5,4,4,3,5,4,4,2,2,4017
11,White,Not Latinx,Male,English proficient,General education,Suburb - Midsize,3,1,4,3,2,5,3,4,1,3,4018
11,White,Latinx,Female,English language learner,General education,City - Large,3,4,5,4,5,1,5,4,4,5,4019
11,Asian,Latinx,Male,English proficient,General education,Rural - Fringe,3,3,4,3,3,2,5,4,2,3,4020
11,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,3,3,3,1,5,2,4,3,4,4021
11,Pacific Islander,Not Latinx,Female,English language learner,Special education,City - Large,3,3,4,4,2,4,3,5,3,4,4022
11,Asian,Latinx,Female,English proficient,General education,City - Midsize,3,4,3,2,3,4,4,3,4,4,4023
11,White,Latinx,Male,English proficient,General education,City - Large,3,2,4,3,1,5,3,5,4,4,4024
11,White,Latinx,Male,English proficient,General education,City - Large,2,3,4,2,2,4,3,3,4,4,4025
11,White,Latinx,Female,English proficient,General education,Suburb - Large,2,4,3,2,5,4,3,3,3,3,4026
11,Asian,Latinx,Male,English language learner,General education,Suburb - Large,4,4,3,4,2,5,5,3,3,4,4027
11,White,Latinx,Male,English proficient,General education,Suburb - Large,3,2,5,3,2,5,4,5,3,5,4028
11,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,3,5,4,3,4,5,4,3,4,3,4029
11,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,3,2,3,2,5,2,3,2,3,4030
11,White,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,3,2,4,4,3,4,5,4031
11,White,Not Latinx,Male,English language learner,General education,Suburb - Large,3,3,4,4,5,4,4,4,2,5,4032
11,White,Latinx,Female,English proficient,General education,City - Large,5,3,2,4,2,5,3,3,3,4,4033
11,White,Latinx,Female,English language learner,General education,Suburb - Large,5,3,3,5,2,5,5,3,2,5,4034
11,Multiracial,Latinx,Male,English proficient,General education,Suburb - Large,3,4,3,2,3,5,4,3,4,3,4035
11,White,Not Latinx,Male,English proficient,General education,City - Large,4,4,3,4,2,5,3,5,3,2,4036
11,Native American,Latinx,Male,English language learner,General education,City - Large,5,2,4,1,4,5,3,4,5,3,4037
11,White,Latinx,Male,English proficient,General education,City: Large,2,5,4,2,2,5,2,4,3,4,4038
11,White,Latinx,Female,English proficient,General education,Suburb - Large,3,2,2,2,2,3,4,3,4,2,4039
11,Black,Latinx,Female,English language learner,General education,City - Large,3,5,4,2,2,5,3,4,3,3,4040
11,Black,Latinx,Female,English proficient,General education,City - Large,4,4,4,3,2,5,4,4,3,4,4041
11,Multiracial,Not Latinx,Female,English proficient,General education,Suburb - Large,2,4,2,3,3,4,3,4,2,4,4042
11,White,Latinx,Female,English proficient,General education,Rural - Fringe,3,4,4,3,2,5,2,2,3,4,4043
11,Black,Latinx,Male,English proficient,General education,City - Large,1,3,4,3,1,5,3,4,3,5,4044
11,Black,Not Latinx,Male,English proficient,General education,Suburb - Midsize,4,2,4,3,4,5,3,3,4,3,4045
11,Black,Not Latinx,Male,English language learner,Special education,City - Small,2,3,2,3,3,4,3,3,5,4,4046
11,White,Latinx,Female,English proficient,General education,Suburb - Large,1,3,4,3,3,5,3,3,4,3,4047
11,White,Latinx,Male,English proficient,General education,Suburb - Midsize,3,3,4,3,3,2,4,3,4,3,4048
11,White,Latinx,Female,English proficient,Special education,City - Large,4,3,3,4,2,2,3,3,4,3,4049
11,White,Latinx,Male,English proficient,General education,City - Midsize,2,5,4,3,2,5,3,4,2,4,4050
11,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,4,3,2,2,5,4,3,3,5,4051
11,Asian,Latinx,Female,English proficient,General education,City - Midsize,2,3,2,3,3,5,4,3,3,4,4052
11,White,Not Latinx,Female,English proficient,General education,City - Midsize,4,4,1,3,3,5,3,1,4,4,4053
11,White,Not Latinx,Female,English proficient,General education,Suburb - Large,3,5,4,4,2,4,2,3,4,3,4054
11,Multiracial,Not Latinx,Male,English proficient,Special education,Suburb - Large,2,4,4,2,3,3,3,4,3,4,4055
11,White,Latinx,Female,English proficient,General education,Town - Fringe,3,4,2,3,4,2,3,4,3,5,4056
11,White,Latinx,Female,English language learner,General education,Suburb - Large,4,5,5,3,4,5,4,3,5,3,4057
11,Asian,Latinx,Male,English proficient,General education,Suburb - Large,3,4,4,3,3,1,4,4,4,4,4058
11,White,Latinx,Male,English proficient,General education,Suburb - Large,3,3,4,5,2,5,5,3,4,4,4059
11,Asian,Latinx,Male,English proficient,General education,Suburb - Midsize,4,4,4,3,3,5,4,3,3,3,4060
11,White,Not Latinx,Female,English language learner,General education,Rural - Fringe,2,3,4,2,3,4,4,4,3,4,4061
11,Black,Latinx,Female,English proficient,General education,Suburb - Large,3,4,3,2,3,4,3,3,2,3,4062
11,White,Latinx,Female,English proficient,General education,Suburb - Large,3,2,4,4,3,4,4,4,3,4,4063
11,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,4,2,3,2,5,2,4,4,4064
11,Black,Not Latinx,Male,English proficient,General education,City - Midsize,3,3,4,3,2,4,4,2,4,5,4065
11,Pacific Islander,Latinx,Male,English proficient,General education,Rural - Distant,4,4,4,3,4,5,3,4,3,4,4066
11,White,Latinx,Female,English language learner,General education,City - Large,5,3,4,3,1,1,4,3,4,2,4067
11,Black,Not Latinx,Male,English proficient,General education,Rural - Fringe,2,5,5,4,3,4,4,4,4,4,4068
11,White,Latinx,Female,English proficient,General education,Suburb - Large,2,3,4,3,4,4,4,3,4,4,4069
11,Pacific Islander,Not Latinx,Female,English proficient,General education,Town - Distant,3,5,4,4,4,5,3,3,4,4,4070
11,Asian,Latinx,Male,English proficient,General education,Suburb - Midsize,3,4,4,2,3,2,4,3,4,3,4071
11,White,Not Latinx,Female,English language learner,Special education,City - Large,3,4,3,3,2,4,4,5,4,4,4072
11,White,Not Latinx,Female,English proficient,General education,City - Midsize,2,3,4,3,4,4,4,1,4,4,4073
11,Black,Latinx,Male,English proficient,General education,Suburb - Large,2,5,2,2,2,5,3,3,3,4,4074
11,Black,Not Latinx,Male,English proficient,General education,Suburb - Large,3,2,4,4,2,4,3,3,4,4,4075
11,White,Latinx,Male,English proficient,Special education,Suburb - Large,3,5,5,5,2,3,3,5,3,3,4076
11,White,Latinx,Female,English proficient,General education,Suburb - Large,4,2,3,3,3,5,1,5,4,3,4077
11,White,Latinx,Female,English proficient,General education,City - Large,4,2,3,3,2,5,3,4,3,4,4078
11,White,Not Latinx,Male,English proficient,General education,Suburb - Large,5,3,4,3,1,5,3,4,4,4,4079
11,White,Latinx,Male,English proficient,General education,City - Small,2,4,4,3,3,5,5,4,3,4,4080
11,White,Latinx,Female,English proficient,General education,City - Large,3,4,3,4,1,4,4,4,2,4,4081
11,White,Not Latinx,Female,English proficient,General education,Suburb - Large,4,3,4,3,5,5,2,4,3,4,4082
11,White,Latinx,Female,English proficient,General education,City - Midsize,3,4,4,4,2,5,4,4,3,3,4083
11,White,Latinx,Female,English proficient,Special education,City - Midsize,3,4,4,4,3,4,5,3,3,3,4084
11,White,Latinx,Female,English proficient,General education,Suburb - Large,3,3,4,3,5,5,3,3,3,4,4085
11,White,Latinx,Male,English proficient,Special education,City - Large,1,4,4,3,3,4,4,2,1,3,4086
11,White,Latinx,Male,English proficient,General education,City - Large,4,3,2,5,2,5,4,4,4,2,4087
11,White,Latinx,Male,English proficient,General education,City - Large,4,3,4,3,2,5,4,4,2,3,4088
11,White,Latinx,Male,English proficient,General education,City - Midsize,2,2,4,4,3,4,3,3,5,3,4089
11,Asian,Latinx,Male,English proficient,Special education,City - Large,3,4,3,2,4,5,4,4,4,5,4090
11,Asian,Not Latinx,Male,English proficient,Special education,Suburb - Large,4,4,1,4,3,5,3,3,1,4,4091
11,White,Not Latinx,Male,English proficient,Special education,City - Large,3,4,3,4,3,4,3,4,3,3,4092
11,White,Not Latinx,Female,English proficient,General education,City - Midsize,3,3,3,4,3,5,3,4,2,5,4093
11,White,Latinx,Female,English proficient,General education,City - Small,3,3,5,4,3,5,2,2,4,4,4094
11,Asian,Latinx,Male,English proficient,General education,City - Large,4,3,3,3,2,5,3,3,4,3,4095
11,Multiracial,Latinx,Female,English proficient,General education,Suburb - Large,2,2,3,4,3,5,4,3,4,3,4096
11,White,Not Latinx,Female,English proficient,General education,Suburb - Midsize,5,3,3,2,3,5,4,2,3,4,4097
11,Asian,Latinx,Female,English proficient,General education,City - Large,3,2,1,4,3,4,4,3,4,5,4098
11,White,Not Latinx,Female,English proficient,General education,City - Large,2,3,3,4,1,1,4,3,5,3,4099
11,White,Latinx,Female,English proficient,General education,Suburb - Large,2,2,4,4,4,5,4,4,4,4,4100
11,White,Latinx,Female,English proficient,General education,Suburb - Large,4,2,4,2,3,5,4,4,3,4,4101
11,Black,Latinx,Male,English language learner,General education,Suburb - Large,3,5,4,4,3,4,3,3,3,3,4102
11,White,Latinx,Male,English proficient,General education,City - Large,3,2,4,4,4,4,4,3,3,4,4103
